text,true,pred
watched bourne identity bourne supremacy dvd seeing theater waiting started filming disappointed_NEG minor spoiler below- overall good lacked continuity identity supremacy flowed gracefully adrenaline rush action introspective drama movie felt choppy time plot-building down-times slightly drawn caused following action feel frenetic camera speaking frenetic trademark greengrass shaky cam present annoying know nausea message board doe mean_NEG it_NEG 's_NEG relevant_NEG martial art training actor went totally wasted ridiculous camera cut wiggling camera ruined fighting movie cheap student director trick make film feel unsettled expect technique used horror flick high school kid in_NEG this_NEG classy_NEG adult action series extreme close-up framing interesting shot constant close-up feel like lazy directing story story confusing thrust new name face gave feeling come movie late know missed crucial information felt rushed compressed time reason catch story quite good enjoyable following lead bourne did care_NEG for_NEG the_NEG whole_NEG last_NEG scene_NEG of_NEG supremacy_NEG (_NEG landy/bourne_NEG on_NEG the_NEG phone_NEG )_NEG being_NEG in_NEG the_NEG middle_NEG of_NEG ultimatum_NEG thing_NEG basically make movie half-prequel thought awkward star movie action obviously original left bourne nicky parson teaming kind odd think just wanted bourne protect confide unless completely missed even_NEG tell_NEG you_NEG why_NEG they_NEG teamed_NEG up_NEG assassin movie pretty quiet felt like wanting leave_NEG open_NEG end_NEG understandable disappointing seriously damon clive owen identity marton csokas supremacy scene phenomenal assassin uninteresting castel fella bourne fight identity cast general degraded series went clive owen practically afterthought measure strength cast second basically trade chris cooper joan allen exactly_NEG equal_NEG trade brian cox franka potente num actor named later david strathairn scott glenn albert finney the_NEG first_NEG name_NEG that_NEG come_NEG to_NEG mind_NEG for_NEG this_NEG kind_NEG of_NEG series_NEG aside couple pause long acting right successful felt like wanted series trimmed rearranged slower part eliminated scott glenn entirely zoomed taken camera away seizure victim perfect ending spoiler see_NEG why_NEG they_NEG leave_NEG bourne_NEG alive_NEG at_NEG the_NEG end_NEG understanding conclusion clearly reference beginning series silhouette floating motionless thought going circle type ending did like nicky reacting news report spoiler specific warning - quote movie - bourne line end look look make quoting assassin killed loved final scene great vosen strathairn shot bourne just vengeance angry murder shoot_NEG pamela_NEG landy_NEG after_NEG she_NEG fax_NEG his_NEG top_NEG secret_NEG file_NEG did make_NEG sense_NEG,positive,negative
sum story sentence teenage girl amy us hot body supposed virginity entice young troubled guy matt potential football scholarship provide ride town come quite reputation slept football player past hoping offer deal kid come troubled dysfunctional home matt mother alcoholic repeatedly embarrasses friend amy mother bad reputation got pregnant amy young age matt fall love amy try straighten life predictable ending actress play amy actually num year old trying play teenager,positive,negative
run south park come end a_NEG strong_NEG an_NEG episode_NEG a_NEG i_NEG 'd_NEG hoped_NEG for_NEG night living homeless stronger finisher stanley cup tsst bloody mary erection day ca hold_NEG a_NEG candle_NEG to_NEG woodland_NEG critter_NEG christmas_NEG and_NEG goobacks_NEG episode night living homeless spoof zombie genre way south park think instead flesh eating zombie entity homeless request change survive randy resident locked community center time roof survey scene particularly funny moment member find home gone homeless leaving randy choice_NEG but_NEG to_NEG shoot_NEG him_NEG boy set solve problem story homeless takeover trying convey message seriously uninspired south park best lot time ridiculous matt trey played safe week did really_NEG critique_NEG the_NEG homeless_NEG problem_NEG just lampooned shock moment episode come scientist shoot attempt avoid homeless time suicide south park go wrong watch poor man miss brain attempt shoot time painfully dy inspired south park moment overall episode funny kept great withholding real commentary homeless sticking straight zombie shtick ending somewhat funny new wait october batch episode long haul south park applauded run running steam season form,positive,negative
anthony perkins sophia loren absolutely gorgeous ca num western doe help_NEG a_NEG ridiculous_NEG story_NEG countless historically incorrect element byrl ives convincing num -something tyrannical patriarch egomaniac swears num th birthday wild dancing party give neighbor make notice guy sevety mumbling bible verse demand respect driving son friend away self-righteous ranting emotional cruelty love affair perkins loren appears absurd believable near end plenty drama enough_NEG to_NEG feel_NEG good_NEG about_NEG clearly written stage story dated filmed perkins whistle bonnie num s song composed_NEG until_NEG num_NEG critic knocking sophia loren command english language petty english flawless completely audible neapolitan loren speaks distinct dialect dubbed proper italian accent hardly affect speaks english generation german american appreciate effort learn english second fourth language desire elm drama tragedy classic sense enjoyment missing logical story overall pay time invested fan star wo want_NEG to_NEG miss_NEG it_NEG tune risk,negative,positive
great fun went num friend sneak preview viewing film came different num minute wondering heck got time joke funny stayed funny movie just asking stuff example lingo repeating joke different twist funnier funnier search malinski main character introduced wackier half film did even_NEG know_NEG the_NEG name_NEG of_NEG this_NEG movie_NEG because_NEG there_NEG were_NEG opening_NEG credit_NEG and_NEG we_NEG went_NEG to_NEG this_NEG sneak_NEG viewing_NEG sure good time house loaded appr num people think half did like_NEG it_NEG and_NEG the_NEG other_NEG half_NEG loved_NEG the_NEG film_NEG like weird comical movie great dialogue love apart clooney movie deserves lot better num num imdb rating time write ppl seen sure num num reasonable guess num num num num beer,positive,negative
place england num orphan carrie charles paul sent live miss price angela lansbury doe want_NEG them_NEG but_NEG reluctantly_NEG take_NEG them_NEG in_NEG studying witch correspondence course college witchcraft ok -- realize family film -- college witchcraft come finish course college closed war seek head professor browne david tomlinson kid travel bed help magical bedknob saw num vaguely remember loving sure doe hold_NEG up_NEG a_NEG an_NEG adult_NEG story silly fantasy kid terrible actor charles incredibly obnoxious roddy mcdowall billed appears short scene trip isle naboombu run animated animal thought fun animation poor disney violent far long soccer game animal saving grace lansbury tomlinson just great song forgettable pleasant long dance sequence portobello road colorful energy oscar-winning special effect pretty impressive end weak story line poor animation unlikable kid really pull heard extended version worse num,positive,negative
debacle sleepaway camp thought franchise born sc ii superior aspect inspired killing just lot fun be_NEG saying_NEG much_NEG (_NEG compared_NEG to_NEG the_NEG first_NEG movie_NEG )_NEG sleepaway camp ii worth rental pro entertaining doe take_NEG itself_NEG too_NEG seriously_NEG like_NEG sc_NEG i._NEG inspired_NEG killing_NEG con crappy acting mullet abound line num num,negative,positive
movie show original idea action scene previously released movie fabulous nick completely plain patton calm evil good_NEG duvall ok small doe angelina determine newly acclaimed stardom overall character especially detailed make movie easy forget bad you_NEG think_NEG,negative,positive
seen_NEG it_NEG in_NEG over_NEG twenty_NEG year_NEG oj bus driver arte johnson tour guide lorenzo kidnapper yea lorenzo looked home villain natural think watched oj seen towering inferno cassandra crossing arte johnson little bored johnson yes shifted plot reading post remember plot going kidnap rich girl priceless stamp business turned blue going stamp came late movie probably record check be_NEG nostalgic_NEG over_NEG it_NEG yet_NEG anyway_NEG better movie seventy like check,negative,positive
definitely did people actually expecting worse did good part expecting_NEG it_NEG still_NEG did_NEG fail_NEG in_NEG other_NEG area_NEG though_NEG acting average love phillip seymour hoffman movie liked tom hank hoffman glue movie for_NEG him_NEG this_NEG movie_NEG would_NEG have_NEG crumbled_NEG and_NEG hit_NEG rock_NEG bottom_NEG performance mean_NEG stunning_NEG but_NEG absolutely_NEG necessary_NEG gave good witty cynical performance actor easily character tom hank really gave nice loose performance did disappoint_NEG but_NEG he_NEG certainly_NEG did_NEG impress_NEG stand_NEG wa_NEG that_NEG julia_NEG robert_NEG wa_NEG involved_NEG in_NEG this_NEG movie_NEG big miscast seen bad actress young character phony character playing directing average really_NEG a_NEG big_NEG fan_NEG of_NEG the_NEG recent_NEG mike_NEG nichols_NEG movie_NEG and_NEG i_NEG 'm_NEG exactly_NEG impressed_NEG by_NEG this_NEG one_NEG either_NEG hollywoodish cartoonish touch hat stand_NEG worst tried make really meaningful movie end love meaningful movie when_NEG a_NEG movie_NEG try_NEG to_NEG rush_NEG a_NEG scene_NEG or_NEG two_NEG at_NEG the_NEG end_NEG and_NEG show_NEG something_NEG that_NEG try_NEG to_NEG justify_NEG the_NEG rest_NEG of_NEG the_NEG garbage_NEG spread_NEG throughout_NEG the_NEG whole_NEG movie_NEG mike nichols lot recent track record impressive movie writing dialog able let story play writing able really able movie average level scene laughing writing saw lot scenery good movie mean a_NEG lot_NEG other_NEG than_NEG that_NEG did like movie did glorify_NEG everything_NEG america_NEG had_NEG done_NEG obvious war afghanistan gave weapon people movie kind blame show good short term turn horribly wrong future movie did good original message just did deliver_NEG it_NEG right_NEG overall entertaining,positive,negative
true story bunch junky robbing so_NEG honest_NEG businessman_NEG of_NEG drug_NEG jewelry gun money say tragic tale america excessive eighty high peace free love sixty crashed drug aid honestly just regular people aim_NEG in_NEG life_NEG who_NEG sit_NEG around_NEG getting_NEG high_NEG and_NEG decide_NEG to_NEG rob_NEG a_NEG ruthless_NEG man_NEG second master plan stuff sit high great plan know_NEG the_NEG story_NEG suspense_NEG in_NEG this_NEG movie_NEG and_NEG surprise_NEG fact cox try make kind folk hero character party scene montage loot weak insulting story better straight forward approach just sad story small time drug dealer getting killed big time drug dealer bigger story way john holmes center story movie life wonderland wonder fade away official_NEG boogie night better version holmes life entirely_NEG factual_NEG far enjoyable,positive,negative
movie the_NEG best_NEG ..._NEG but_NEG it_NEG did_NEG have_NEG some_NEG good_NEG actor_NEG in_NEG it_NEG isiaiah washington pretty good homeless guy guy torrey good handicapped brother ice-t humorous landlord surprisingly actress tami roman good judge movie did even_NEG know_NEG it_NEG wa_NEG her_NEG and_NEG i_NEG am_NEG a_NEG die_NEG hard_NEG real_NEG world_NEG fan_NEG totally believable hopefully movie wo hinder_NEG these_NEG actor_NEG development_NEG know isiaiah left movie far success grey anatomy ice-t regular role nypd special unit tami roman landed recurring role sex love secret upn new soap opera wish actor bad movie doe a_NEG bad_NEG actor_NEG make_NEG,negative,positive
high hope teletoon retro air instead having show one get_NEG the_NEG treatment_NEG that_NEG they_NEG deserve_NEG air thing seen dozen time centurion highlight pre-teen year know little bit true duke joe jake rockewell cartoon character really crush bad teletoon retro doe see_NEG it_NEG the_NEG same_NEG way_NEG people_NEG of_NEG my_NEG generation_NEG do_NEG teletoon retro lot better,positive,negative
sarah silverman program similar sarah stand prejudice ca possibly_NEG take_NEG it_NEG to_NEG heart_NEG fact people doe mean_NEG they_NEG will_NEG all_NEG appreciate_NEG it_NEG polarizing dimensional like_NEG it_NEG after_NEG num_NEG minute_NEG like num minute stay tuned episode far good like show perfect_NEG personally love program huge fault racist song funny older lot faster silverman realize -- problem jesus magic silverman gave quota song episode doe need_NEG to_NEG exist_NEG to_NEG mention_NEG that_NEG while_NEG the_NEG lyric_NEG to_NEG the_NEG song_NEG she_NEG writes_NEG are_NEG good_NEG music thing mind reason appeal fan monty python upright citizen brigade like show watch monty python day like ca watch_NEG more_NEG than_NEG the_NEG half_NEG hour_NEG limit_NEG at_NEG a_NEG time_NEG get flat fast repeat value low -- second time episode fairly funny time opinion boring time funny shot,positive,negative
